timestamp,d_0,d_1,d_2,d_3,d_4,f_0,f_1,f_2,f_3,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,t_0,t_1,t_2,t_3,t_5,t_6,t_7,t_9,t_10,t_11,t_12,t_13,t_14,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_24,t_25,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,y1,y2
14,0.05428628623485565,0.041399672627449036,-0.20538093149662018,0.7115087509155273,-0.013392106629908085,-0.15262119472026825,,-0.45488131046295166,,1.418626308441162,,-0.2090514600276947,-0.025012491270899773,0.9691740274429321,0.318408727645874,-0.5794123411178589,2.710588216781616,-0.2174212485551834,0.17057080566883087,-0.17384958267211914,-0.6346154808998108,,-0.4438387155532837,2.2469077110290527,-0.1826094537973404,1.4256565570831299,-0.16745290160179138,6.077730178833008,-0.13963153958320618,,,,,-0.13499844074249268,0.7497471570968628,,-0.3189713954925537,1.9760900735855103,1.7914226055145264,,-0.29203280806541443,0.46053048968315125,,0.028110092505812645,-0.4654366374015808,0.4890683591365814,0.03007170744240284,2.4915621280670166,2.1031346321105957,0.17383311688899994,-0.06725223362445831,,-0.3153838813304901,0.20696313679218292,5.607660293579102,-0.11125970631837845,-0.15472076833248138,-0.40120479464530945,2.062946081161499,-0.5310210585594177,-0.3785213828086853,,-0.3124806582927704,1.731702208518982,0.24841755628585815,,-0.34563109278678894,,,,0.0,,,0.0,0.42878270149230957,,0.0,0.0,,0.0,0.0,,0.0,,-1.8948028087615967,0.010501361452043056,-0.4485873579978943,0.5,,,-1.4587143659591675,,0.0,0.0,,,-0.0005262984777800739,0.5,-0.7503791451454163,-0.5951010584831238,,,,0.29507899284362793,,,0.0,,0.021987758576869965,1
15,0.05429842695593834,0.0414818711578846,-0.20523492991924286,0.7111355662345886,-0.01338716596364975,-0.15231281518936157,,-0.4548688530921936,,1.418808102607727,,-0.2089511901140213,-0.025693541392683983,0.9691378474235535,0.3212040960788727,-0.5794063806533813,2.718315601348877,-0.21732494235038757,0.17079132795333862,-0.17383027076721191,-0.6345835328102112,,-0.443660706281662,2.262925148010254,-0.18267156183719635,1.4194899797439575,-0.16774597764015198,6.002421855926514,-0.1396007388830185,,,,,-0.13396242260932922,0.7500867247581482,,-0.3191901445388794,1.9760900735855103,1.7950336933135986,,-0.2919553220272064,0.46110302209854126,,0.02818307653069496,-0.4656926691532135,0.5020235180854797,0.034333933144807816,2.491539716720581,2.1080071926116943,0.1738985776901245,-0.06697367131710052,,-0.315277099609375,0.20734117925167084,5.569051742553711,-0.11137376725673676,-0.15478676557540894,-0.4011058509349823,2.0633318424224854,-0.5309856534004211,-0.37849730253219604,,-0.3128040134906769,1.7314422130584717,0.24864356219768524,,-0.3397040367126465,,,,0.0,,,0.0,0.4285532534122467,,0.0,0.0,,0.0,0.0,,0.0,,-1.894221544265747,0.011318204924464226,-0.44506677985191345,0.5,,,-1.461212396621704,,0.0,0.0,,,-0.10272327810525894,0.5,-0.7562531232833862,-0.5938574075698853,,,,0.2955438494682312,,,0.0,,-0.027651621028780937,1
16,0.05430898442864418,0.04155335947871208,-0.20510795712471008,0.7108109593391418,-0.0133828679099679,-0.1520446091890335,,-0.4548580050468445,,1.4189661741256714,,-0.2088639885187149,-0.026285868138074875,0.9691063761711121,0.3236352801322937,-0.5794011354446411,2.725036382675171,-0.21724116802215576,0.17098310589790344,-0.17381347715854645,-0.6345557570457458,,-0.4435058832168579,2.276855707168579,-0.18272556364536285,1.4141268730163574,-0.16800089180469513,5.936924934387207,-0.13957396149635315,,,,,-0.13306137919425964,0.7503820061683655,,-0.31938037276268005,1.9760900735855103,1.798174500465393,,-0.29188793897628784,0.46160098910331726,,0.028246553614735603,-0.46591538190841675,0.5132909417152405,0.038040898740291595,2.491520404815674,2.1122450828552246,0.1739555150270462,-0.06673140823841095,,-0.31518420577049255,0.2076699584722519,5.535472869873047,-0.1114729717373848,-0.15484417974948883,-0.401019811630249,2.0636672973632812,-0.5309548377990723,-0.3784763813018799,,-0.3130852282047272,1.7312159538269043,0.2488401085138321,,-0.33454909920692444,,,,0.0,,,0.0,0.4283536970615387,,0.0,0.0,,0.0,0.0,,0.0,,-1.8937160968780518,0.00855835061520338,-0.44200482964515686,0.5,,,-1.4633851051330566,,0.0,0.0,,,-0.11120522767305374,0.5,-0.761361837387085,-0.5927757620811462,,,,0.29594817757606506,,,0.0,,-0.08609412610530853,1
17,0.05431817099452019,0.04161554202437401,-0.2049974948167801,0.715470016002655,-0.013379130512475967,-0.15161152184009552,,-0.45514294505119324,,1.4191036224365234,,-0.20822307467460632,-0.0268010925501585,0.9683386087417603,0.3257499933242798,-0.5799810886383057,2.730882406234741,-0.21716831624507904,0.17114993929862976,-0.17374330759048462,-0.634531557559967,,-0.44355684518814087,2.288973093032837,-0.18314319849014282,1.4566558599472046,-0.1682226061820984,5.879952907562256,-0.1390327662229538,,,,,-0.13227762281894684,0.7540118098258972,,-0.3195458650588989,1.8251142501831055,1.8009063005447388,,-0.291961133480072,0.46203410625457764,,0.028301768004894257,-0.4661090672016144,0.5065558552742004,0.06365955621004105,2.4915034770965576,2.115931272506714,0.17439574003219604,-0.06652066856622696,,-0.3153347969055176,0.2079559564590454,5.506265163421631,-0.11155926436185837,-0.15489411354064941,-0.3992333710193634,2.0639591217041016,-0.531277060508728,-0.37861597537994385,,-0.313329815864563,1.731019139289856,0.25086885690689087,,-0.291130006313324,,,,0.0,,,-0.25956782698631287,0.4265154004096985,,0.0,-0.25956782698631287,,0.0010463627986609936,-0.25956782698631287,,0.0,,-1.7600061893463135,0.0,-0.42706745862960815,0.5,,,-1.447042465209961,,0.0,0.0,,,-0.08428385853767395,0.5,-0.720830500125885,-0.6497011184692383,,,,0.3013743758201599,,,-0.25956782698631287,,-0.08609412610530853,1
18,0.05432616174221039,0.041669636964797974,-0.20490141212940216,0.7195230722427368,-0.01337587833404541,-0.15123476088047028,,-0.4553908407688141,,1.4192233085632324,,-0.20766551792621613,-0.027249298989772797,0.9676706790924072,0.32758963108062744,-0.5804855823516846,2.7359681129455566,-0.2171049267053604,0.17129504680633545,-0.17368224263191223,-0.6345105171203613,,-0.44360119104385376,2.2995145320892334,-0.18350651860237122,1.4936529397964478,-0.16841548681259155,5.830391883850098,-0.13856197893619537,,,,,-0.13159580528736115,0.7571694850921631,,-0.3196898400783539,1.6937764883041382,1.8032828569412231,,-0.29202479124069214,0.46241089701652527,,0.028349800035357475,-0.4662775695323944,0.5006967782974243,0.08594586700201035,2.4914886951446533,2.119138240814209,0.17477871477603912,-0.06633734703063965,,-0.3154658079147339,0.2082047462463379,5.480856418609619,-0.11163432896137238,-0.15493755042552948,-0.39767929911613464,2.0642130374908447,-0.5315573811531067,-0.3787374198436737,,-0.31354260444641113,1.7308480739593506,0.2526336908340454,,-0.2533586621284485,,,,0.0,,,-0.485372394323349,0.42491623759269714,,0.0,-0.485372394323349,,0.0,-0.485372394323349,,0.0,,-1.6436885595321655,0.0,-0.41407305002212524,0.5,,,-1.4328255653381348,,0.0,0.007544310297816992,,,-0.04399826377630234,0.5,-0.6855713129043579,-0.6992219090461731,,,,0.306094765663147,,,-0.485372394323349,,-0.07360008358955383,1
19,0.05433311313390732,0.04171669855713844,-0.20481781661510468,0.7230492234230042,-0.013373049907386303,-0.1509069800376892,,-0.45560649037361145,,1.4193273782730103,,-0.207180455327034,-0.027639241889119148,0.9670895934104919,0.32919013500213623,-0.5809244513511658,2.7403924465179443,-0.21704979240894318,0.17142130434513092,-0.17362913489341736,-0.6344922184944153,,-0.44363975524902344,2.308685302734375,-0.1838226020336151,1.5258406400680542,-0.16858330368995667,5.78727388381958,-0.13815239071846008,,,,,-0.13100263476371765,0.7599166631698608,,-0.319815069437027,1.5795118808746338,1.8053505420684814,,-0.29208019375801086,0.4627387225627899,,0.028391586616635323,-0.46642419695854187,0.4955993592739105,0.10533510148525238,2.491475820541382,2.1219279766082764,0.17511190474033356,-0.0661778524518013,,-0.31557977199554443,0.20842120051383972,5.4587507247924805,-0.11169964075088501,-0.15497533977031708,-0.39632725715637207,2.0644338130950928,-0.5318012833595276,-0.3788430988788605,,-0.3137277364730835,1.730699062347412,0.25416913628578186,,-0.22049733996391296,,,,0.0,,,-0.6818237900733948,0.42352494597435,,0.0,-0.6818237900733948,,0.0,-0.6818237900733948,,0.0,,-1.5424915552139282,0.0,-0.4027678072452545,0.5,,,-1.4204567670822144,,0.0,0.012172402814030647,,,-0.04368214309215546,0.5,-0.654895544052124,-0.742305338382721,,,,0.3102015554904938,,,-0.6818237900733948,,0.008023710921406746,1
20,0.05433916300535202,0.041757646948099136,-0.2047450840473175,0.7261172533035278,-0.013370588421821594,-0.15062178671360016,,-0.45579415559768677,,1.4194179773330688,,-0.20675839483737946,-0.027978522703051567,0.9665840268135071,0.33058270812034607,-0.5813063383102417,2.7442421913146973,-0.217001810669899,0.17153117060661316,-0.17358292639255524,-0.6344762444496155,,-0.443673312664032,2.316664695739746,-0.18409761786460876,1.5538464784622192,-0.16872930526733398,5.749757289886475,-0.13779601454734802,,,,,-0.13048651814460754,0.7623068690299988,,-0.3199240565299988,1.4800927639007568,1.8071495294570923,,-0.29212838411331177,0.46302396059036255,,0.02842794731259346,-0.4665517508983612,0.4911642074584961,0.1222052201628685,2.491464853286743,2.1243553161621094,0.17540180683135986,-0.0660390853881836,,-0.3156789243221283,0.20860953629016876,5.439517021179199,-0.11175646632909775,-0.1550082117319107,-0.3951508700847626,2.0646259784698486,-0.5320134162902832,-0.3789350092411041,,-0.313888818025589,1.7305694818496704,0.2555050849914551,,-0.19190546870231628,,,,0.0,,,-0.8527515530586243,0.4223144054412842,,0.0,-0.8527515530586243,,0.0,-0.8527515530586243,,0.0,,-1.4544423818588257,0.0,-0.39293140172958374,0.5,,,-1.4096949100494385,,0.0,0.010761762037873268,,,-0.037800926715135574,0.5,-0.6282052993774414,-0.7797912359237671,,,,0.3137747645378113,,,-0.8527515530586243,,0.03991672024130821,1
21,0.05434442311525345,0.041793275624513626,-0.20468179881572723,0.7287868857383728,-0.013368446379899979,-0.150373637676239,,-0.45595741271972656,,1.419496774673462,,-0.20639115571975708,-0.028273742645978928,0.9661440849304199,0.331794410943985,-0.5816386342048645,2.747591972351074,-0.21696007251739502,0.1716267466545105,-0.17354270815849304,-0.6344624161720276,,-0.4437025189399719,2.323607921600342,-0.18433691561222076,1.5782153606414795,-0.16885635256767273,5.717113018035889,-0.13748592138290405,,,,,-0.13003742694854736,0.764386773109436,,-0.3200188875198364,1.3935844898223877,1.8087148666381836,,-0.29217031598091125,0.4632721245288849,,0.028459584340453148,-0.466662734746933,0.48730504512786865,0.13688455522060394,2.491455078125,2.126467704772949,0.17565405368804932,-0.06591833382844925,,-0.31576523184776306,0.2087734043598175,5.422780990600586,-0.11180590838193893,-0.1550368219614029,-0.3941272497177124,2.064793109893799,-0.5321980714797974,-0.3790150284767151,,-0.3140289783477783,1.730456829071045,0.25666752457618713,,-0.1670265793800354,,0.0,,0.0,,,-1.001482367515564,0.4212610721588135,0.0,0.0,-1.001482367515564,0.0,0.0,-1.001482367515564,0.0,0.0,0.0,-1.3778274059295654,0.0,-0.38437238335609436,0.5,,,-1.400330662727356,,0.0,0.007232181262224913,,0.0,-0.01934734918177128,0.5,-0.6049810647964478,-0.8124091029167175,0.0,0.0,0.0,0.31688395142555237,,0.0,-1.001482367515564,,0.014117749407887459,1
22,0.05434900522232056,0.041824281215667725,-0.20462672412395477,0.7311099767684937,-0.013366582803428173,-0.15015769004821777,,-0.4560995101928711,,1.4195653200149536,,-0.20607158541679382,-0.02853064239025116,0.9657612442970276,0.33284884691238403,-0.5819278359413147,2.75050687789917,-0.21692374348640442,0.17170992493629456,-0.1735077202320099,-0.634450376033783,,-0.44372791051864624,2.3296499252319336,-0.18454515933990479,1.5994210243225098,-0.16896690428256989,5.688705921173096,-0.13721607625484467,,,,,-0.1296466439962387,0.766196608543396,,-0.32010138034820557,1.3183057308197021,1.8100769519805908,,-0.2922068238258362,0.4634881019592285,,0.02848711423575878,-0.4667593240737915,0.4839468002319336,0.14965839684009552,2.4914467334747314,2.128305673599243,0.1758735626935959,-0.06581325829029083,,-0.31584030389785767,0.20891600847244263,5.408217430114746,-0.11184893548488617,-0.1550617218017578,-0.3932364881038666,2.06493878364563,-0.532358705997467,-0.37908461689949036,,-0.31415095925331116,1.7303587198257446,0.2576791048049927,,-0.14537718892097473,,0.0,,0.0,,,-1.1309067010879517,0.4203444719314575,0.0,0.0,-1.1309067010879517,0.0,0.0,-1.1309067010879517,0.0,0.0,0.0,-1.3111577033996582,0.0,-0.3769243657588959,0.5,,,-1.3921818733215332,,0.0,0.005749206058681011,,0.0,-0.0713554248213768,0.5,-0.5847715735435486,-0.8407929539680481,0.0,0.0,0.0,0.3195895552635193,,0.0,-1.1309067010879517,,-0.028703365474939346,1
23,0.05435299128293991,0.041851263493299484,-0.20457880198955536,0.7331315875053406,-0.013364960439503193,-0.14996977150440216,,-0.45622316002845764,,1.4196250438690186,,-0.20579348504543304,-0.028754204511642456,0.9654281139373779,0.33376646041870117,-0.5821794867515564,2.7530434131622314,-0.21689212322235107,0.17178231477737427,-0.17347726225852966,-0.6344398856163025,,-0.4437500238418579,2.3349077701568604,-0.18472637236118317,1.6178749799728394,-0.16906310617923737,5.663985252380371,-0.13698124885559082,,,,,-0.12930655479431152,0.7677716016769409,,-0.3201732039451599,1.2527952194213867,1.8112623691558838,,-0.2922385632991791,0.4636760652065277,,0.02851107157766819,-0.4668433666229248,0.4810243546962738,0.16077467799186707,2.4914393424987793,2.1299052238464355,0.176064595580101,-0.06572181731462479,,-0.3159056603908539,0.2090400904417038,5.395543575286865,-0.11188637465238571,-0.15508338809013367,-0.3924613296985626,2.065065383911133,-0.5324985384941101,-0.37914520502090454,,-0.31425708532333374,1.7302732467651367,0.2585594058036804,,-0.12653705477714539,,0.0,,0.0,,,-1.2435367107391357,0.41954681277275085,0.0,0.0,-1.2435367107391357,0.0,0.0,-1.2435367107391357,0.0,0.0,0.0,-1.2531391382217407,0.0,-0.37044283747673035,0.5,,,-1.3850905895233154,,0.0,0.007339646108448505,,0.0,-0.04668020084500313,0.5,-0.5671844482421875,-0.865493655204773,0.0,0.0,0.0,0.32194405794143677,,0.0,-1.2435367107391357,,-0.0426008515059948,1
